text,label,dataset
For the full year we expect gross CapEx to total $1,neg,train
This includes the delivery of 22 mainline and five regional aircraft,neg,train
"These will replace older Super 80s, Dash 8s and CRJ 200 aircraft",neg,train
"7% year-over-year on both strong volume and yields, continuing a positive trend that we've seen since the second half of 2016",neg,train
We expect our year-over-year TRASM to be up 2% to 4% in the first quarter,neg,train
This will mark the sixth quarter in a row of positive unit revenue growth,neg,train
"Consistent with 2017 we expect all four entities to have positive unit revenue growth led by Latin, followed by Atlantic, then Domestic and Pacific",neg,train
"Our pretax basis of course, after tax because the tax rate they’re up a good bit, but on a pretax basis they are pretty flat",neg,train
"8 billion our higher expense, so for us to be producing flat earnings on one of our - what's become again our largest cost going up by $1",neg,train
"Now again, you should rightfully say, well gosh, if it's a real business that like you've been saying that we'll figure out a way to pass its cost increases along to customers like why don’t you pass it on, there definitely is a lag on things like this",neg,train
"We saw it in, what year it was 2014 when prices fell really quickly?",neg,train
So in conclusion I'd like to once again congratulate our entire team for another excellent year and thank them for getting our customers where they need to go safely and on time,neg,train
"Yes that's all, Michael most of that is the pension benefit",neg,train
"The Republic, since we're 25% ownership we do have to use the equity method of accounting, but that's a small portion",neg,train
At this time I'd like to turn the call over to our presenters for any additional or closing remarks,neg,train
Before I begin my remarks I'd like to echo what both Doug and Derek said and thank our entire team for taking care of our customers throughout the year,neg,train
"They worked through hot temperatures, cold temperatures, rains, snow, ice, hurricanes and even earthquakes and demonstrated to the world what teamwork at American Airlines is all about",neg,train
So from all of us I'd like to offer sincere thank you for a great year,neg,train
A reconciliation to those numbers to the GAAP financial measures is included in the earnings release and that can be found on our website at aa,neg,train
By region we expect 2018 system capacity to be up approximately 3% both domestically and internationally,neg,test
By quarter we expect first quarter consolidated capacity to be up 666,neg,train
76 [ph] billion ASMs and the fourth quarter to be 69,neg,train
"As discussed at our Investor Day and reiterated on our third quarter 2017 earnings call, we continue to anticipate that our unit cost growth rates will trend lower throughout the year and expect 2018 full-year nonfuel CASM to increase by approximately 2% excluding the impact of any new labor",neg,train
